# --- FROM UK_240416_floors_1to3.dat + diaphragms / rated wall / seismic LC1 ---
# 1F-3F frame; 2F semi-rigid floor (FLOOR_MAG=2), R semi-rigid roof (ROOF_MAG=2).
# 1F rated wall M=2; LC1 seismic X on 2F/3F diaphragms.

# --- MATERIAL(MATE) ---
# MATE,   ID,       NAME,        E,        G,    Gamma,    Alpha,       Fy
#     ,     ,           ,    N/mm2,    N/mm2,    kN/m3,        -,    N/mm2

MATE, 0, E120F330, 12000, 800, 5, 0, 22,
MATE, 2, FC24, 22669, 9445, 24, 0, 16,

# --- SECTION(SECT) ---
# SECT,   ID,       NAME,    MAT,   TYPE,     DIM1,     DIM2,     DIM3,     DIM4
#     ,     ,           ,       ,       ,       mm,       mm,       mm,       mm
#   TYPE: 0=RECT  1=CIRC  2=I  3=CHS  4=RHS
#   DIM3,DIM4: optional; omit for types with fewer dimensions

SECT,      0,    120x120,      0,      0,      120,      120
SECT,      3,    300x450,      2,      0,      450,      300
SECT,      4,  G:120x300,      0,      0,      300,      120
SECT,      5,    120x300,      0,      0,      300,      120
SECT,      6,    120x120,      0,      0,      120,      120

# --- NODE ---
# NODE,   ID,         X,         Y,         Z
#     ,     ,         m,         m,         m

NODE,    182,      2.25,     2.335,       0.3
NODE,    183,      2.25,     7.795,       0.3
NODE,    184,      2.25,     5.975,       0.3
NODE,    185,      2.25,     1.425,       0.3
NODE,    186,      2.25,     5.065,       0.3
NODE,    187,       4.5,     3.245,       0.3
NODE,    188,      2.25,     3.245,       0.3
NODE,    189,      2.25,     4.155,       0.3
NODE,    190,      2.25,     6.885,       0.3
NODE,    191,       2.7,     5.975,     3.035
NODE,    192,       3.6,     5.975,     3.035
NODE,    193,       0.9,     6.885,     3.035
NODE,    194,       1.8,     6.885,     3.035
NODE,    195,       2.7,     6.885,     3.035
NODE,    196,       3.6,     6.885,     3.035
NODE,    197,       0.9,     5.065,     3.035
NODE,    198,       1.8,     5.065,     3.035
NODE,    199,       2.7,     5.065,     3.035
NODE,    200,       3.6,     5.065,     3.035
NODE,    201,       0.9,     4.155,     3.035
NODE,    202,       1.8,     4.155,     3.035
NODE,    203,       2.7,     4.155,     3.035
NODE,    204,       3.6,     4.155,     3.035
NODE,    205,       0.9,     3.245,     3.035
NODE,    206,       1.8,     3.245,     3.035
NODE,    207,       2.7,     3.245,     3.035
NODE,    208,       3.6,     3.245,     3.035
NODE,    209,       0.9,     2.335,     3.035
NODE,    210,       1.8,     2.335,     3.035
NODE,    211,       2.7,     2.335,     3.035
NODE,    212,       3.6,     2.335,     3.035
NODE,    213,       0.9,     1.425,     3.035
NODE,    214,       1.8,     1.425,     3.035
NODE,    215,       2.7,     1.425,     3.035
NODE,    216,       3.6,     1.425,     3.035
NODE,    217,       1.8,       0.0,     3.035
NODE,    218,       2.7,       0.0,     3.035
NODE,    219,       0.9,     0.515,     3.035
NODE,    220,       1.8,     0.515,     3.035
NODE,    221,       2.7,     0.515,     3.035
NODE,    222,       3.6,     0.515,     3.035
NODE,    223,       5.4,     0.515,     3.035
NODE,    231,       5.4,     5.975,     3.035
NODE,    232,       5.4,     6.885,     3.035
NODE,    233,       5.4,     1.425,     3.035
NODE,    234,       1.8,     7.795,     6.045
NODE,    235,       0.9,     6.885,     6.045
NODE,    236,       1.8,     6.885,     6.045
NODE,    237,       2.7,     6.885,     6.045
NODE,    238,       3.6,     6.885,     6.045
NODE,    239,       0.9,     5.975,     6.045
NODE,    240,       1.8,     5.975,     6.045
NODE,    241,       2.7,     5.975,     6.045
NODE,    242,       3.6,     5.975,     6.045
NODE,    243,       0.9,     5.065,     6.045
NODE,    244,       1.8,     5.065,     6.045
NODE,    245,       2.7,     5.065,     6.045
NODE,    246,       3.6,     5.065,     6.045
NODE,    247,       0.9,     4.155,     6.045
NODE,    248,       1.8,     4.155,     6.045
NODE,    249,       2.7,     4.155,     6.045
NODE,    250,       3.6,     4.155,     6.045
NODE,    251,       0.9,     3.245,     6.045
NODE,    252,       1.8,     3.245,     6.045
NODE,    253,       2.7,     3.245,     6.045
NODE,    254,       3.6,     3.245,     6.045
NODE,    255,       0.9,     2.335,     6.045
NODE,    256,       1.8,     2.335,     6.045
NODE,    257,       2.7,     2.335,     6.045
NODE,    258,       3.6,     2.335,     6.045
NODE,    259,       0.9,     1.425,     6.045
NODE,    260,       1.8,     1.425,     6.045
NODE,    261,       2.7,     1.425,     6.045
NODE,    262,       3.6,     1.425,     6.045
NODE,    263,       5.4,     0.515,     6.045
NODE,    264,       0.9,     0.515,     6.045
NODE,    265,       1.8,     0.515,     6.045
NODE,    266,       2.7,     0.515,     6.045
NODE,    267,       3.6,     0.515,     6.045
NODE,    268,       1.8,       0.0,     6.045
NODE,    269,       2.7,       0.0,     6.045
NODE,    277,       5.4,     6.885,     6.045
NODE,    278,       5.4,     5.065,     6.045
NODE,    279,       5.4,     5.975,     6.045

# --- ELEMENT(ELEM) ---
# ELEM,   ID,     Ni,     Nj,    SEC,     Beta
#     ,     ,       ,       ,       ,      deg

ELEM,      0,      0,      1,      0,      0.0
ELEM,      1,      2,      3,      0,      0.0
ELEM,      2,      4,      5,      0,      0.0
ELEM,      3,      6,      7,      0,      0.0
ELEM,      4,      8,      9,      0,      0.0
ELEM,      5,     10,     11,      0,      0.0
ELEM,      6,     12,     13,      0,      0.0
ELEM,      7,     14,     15,      0,      0.0
ELEM,      8,     16,     17,      0,      0.0
ELEM,      9,     18,     19,      0,      0.0
ELEM,     10,     20,     21,      0,      0.0
ELEM,     11,     22,     23,      0,      0.0
ELEM,     12,     24,     25,      0,      0.0
ELEM,     13,     26,     27,      0,      0.0
ELEM,     14,     28,     29,      0,      0.0
ELEM,     15,     30,     31,      0,      0.0
ELEM,     16,     32,     33,      0,      0.0
ELEM,     17,     34,     35,      0,      0.0
ELEM,     18,     36,     37,      0,      0.0
ELEM,     19,     38,     39,      0,      0.0
ELEM,     20,     40,     41,      0,      0.0
ELEM,     21,     42,     43,      0,      0.0
ELEM,     22,     44,     45,      0,      0.0
ELEM,     23,     46,     47,      0,      0.0
ELEM,     24,     48,     49,      0,      0.0
ELEM,     25,     50,     51,      0,      0.0
ELEM,     26,     52,     53,      0,      0.0
ELEM,     27,     54,     55,      0,      0.0
ELEM,     28,     56,     57,      0,      0.0
ELEM,     29,     58,     59,      0,      0.0
ELEM,     30,     60,     61,      0,      0.0
ELEM,     31,     62,     63,      0,      0.0
ELEM,     32,     64,     65,      0,      0.0
ELEM,     33,     54,     55,      0,      0.0
ELEM,     34,     56,     57,      0,      0.0
ELEM,     35,     58,     59,      0,      0.0
ELEM,     36,     60,     61,      0,      0.0
ELEM,     37,     62,     63,      0,      0.0
ELEM,     38,     64,     65,      0,      0.0
ELEM,     39,     66,     67,      0,      0.0
ELEM,     40,     68,     69,      0,      0.0
ELEM,     41,     70,     71,      0,      0.0
ELEM,     42,     72,     73,      0,      0.0
ELEM,     43,     74,     75,      0,      0.0
ELEM,     44,     76,     77,      0,      0.0
ELEM,     45,     78,     79,      0,      0.0
ELEM,     46,      1,     80,      0,      0.0
ELEM,     47,      3,     81,      0,      0.0
ELEM,     48,      5,     82,      0,      0.0
ELEM,     49,      7,     83,      0,      0.0
ELEM,     50,      9,     84,      0,      0.0
ELEM,     51,     11,     85,      0,      0.0
ELEM,     52,     13,     86,      0,      0.0
ELEM,     53,     15,     87,      0,      0.0
ELEM,     54,     19,     88,      0,      0.0
ELEM,     55,     89,     90,      0,      0.0
ELEM,     56,     39,     91,      0,      0.0
ELEM,     57,     41,     92,      0,      0.0
ELEM,     58,     93,     94,      0,      0.0
ELEM,     59,     17,     95,      0,      0.0
ELEM,     60,     21,     96,      0,      0.0
ELEM,     61,     23,     97,      0,      0.0
ELEM,     62,     27,     98,      0,      0.0
ELEM,     63,     25,     99,      0,      0.0
ELEM,     64,     29,    100,      0,      0.0
ELEM,     65,     31,    101,      0,      0.0
ELEM,     66,    102,    103,      0,      0.0
ELEM,     67,     75,    104,      0,      0.0
ELEM,     68,     33,    105,      0,      0.0
ELEM,     69,     35,    106,      0,      0.0
ELEM,     70,     37,    107,      0,      0.0
ELEM,     71,     79,    108,      0,      0.0
ELEM,     72,     43,    109,      0,      0.0
ELEM,     73,     45,    110,      0,      0.0
ELEM,     74,     47,    111,      0,      0.0
ELEM,     75,     49,    112,      0,      0.0
ELEM,     76,     53,    113,      0,      0.0
ELEM,     77,     55,    114,      0,      0.0
ELEM,     78,    115,    116,      0,      0.0
ELEM,     79,     63,    117,      0,      0.0
ELEM,     80,     59,    118,      0,      0.0
ELEM,     81,     57,    119,      0,      0.0
ELEM,     82,     61,    120,      0,      0.0
ELEM,     83,     63,    117,      0,      0.0
ELEM,     84,    115,    116,      0,      0.0
ELEM,     85,     55,    114,      0,      0.0
ELEM,     86,     61,    120,      0,      0.0
ELEM,     87,     57,    119,      0,      0.0
ELEM,     88,     59,    118,      0,      0.0
ELEM,     89,     71,    121,      0,      0.0
ELEM,    146,     62,     54,      3,      0.0
ELEM,    147,     60,     58,      3,      0.0
ELEM,    148,      0,     30,      3,      0.0
ELEM,    149,     74,     18,      3,      0.0
ELEM,    150,     54,    181,      3,      0.0
ELEM,    151,    181,     60,      3,      0.0
ELEM,    152,     12,    182,      3,      0.0
ELEM,    153,     62,     54,      3,      0.0
ELEM,    154,     60,     58,      3,      0.0
ELEM,    155,     54,    181,      3,      0.0
ELEM,    156,    181,     60,      3,      0.0
ELEM,    157,     30,     72,      3,      0.0
ELEM,    158,     72,    183,      3,      0.0
ELEM,    159,    183,     70,      3,      0.0
ELEM,    160,     70,     74,      3,      0.0
ELEM,    161,      4,     68,      3,      0.0
ELEM,    162,     68,     66,      3,      0.0
ELEM,    163,     66,    184,      3,      0.0
ELEM,    164,    185,     40,      3,      0.0
ELEM,    165,    186,     22,      3,      0.0
ELEM,    166,    187,     34,      3,      0.0
ELEM,    167,    188,    187,      3,      0.0
ELEM,    168,     62,     46,      3,      0.0
ELEM,    169,     46,     42,      3,      0.0
ELEM,    170,     42,     12,      3,      0.0
ELEM,    171,     12,     10,      3,      0.0
ELEM,    172,     10,      8,      3,      0.0
ELEM,    173,      8,      6,      3,      0.0
ELEM,    174,      6,      4,      3,      0.0
ELEM,    175,      4,      2,      3,      0.0
ELEM,    176,      2,      0,      3,      0.0
ELEM,    177,     40,     38,      3,      0.0
ELEM,    178,     38,    187,      3,      0.0
ELEM,    179,    187,     14,      3,      0.0
ELEM,    180,     14,     22,      3,      0.0
ELEM,    181,     22,     16,      3,      0.0
ELEM,    182,     16,     20,      3,      0.0
ELEM,    183,     20,     18,      3,      0.0
ELEM,    184,     56,     44,      3,      0.0
ELEM,    185,     44,     78,      3,      0.0
ELEM,    186,     78,     36,      3,      0.0
ELEM,    187,     34,     32,      3,      0.0
ELEM,    188,     32,     48,      3,      0.0
ELEM,    189,     48,     24,      3,      0.0
ELEM,    190,     24,     26,      3,      0.0
ELEM,    191,     26,     28,      3,      0.0
ELEM,    192,    181,    185,      3,      0.0
ELEM,    193,    185,    182,      3,      0.0
ELEM,    194,    182,    188,      3,      0.0
ELEM,    195,    188,    189,      3,      0.0
ELEM,    196,    189,    186,      3,      0.0
ELEM,    197,    186,    184,      3,      0.0
ELEM,    198,    184,    190,      3,      0.0
ELEM,    199,    190,    183,      3,      0.0
ELEM,    200,     36,     34,      3,      0.0
ELEM,    201,     58,     64,      3,      0.0
ELEM,    202,     64,     56,      3,      0.0
ELEM,    203,     40,     76,      3,      0.0
ELEM,    204,     22,     50,      3,      0.0
ELEM,    205,     50,     48,      3,      0.0
ELEM,    206,     18,     52,      3,      0.0
ELEM,    207,     52,     28,      3,      0.0
ELEM,    208,     58,     64,      3,      0.0
ELEM,    209,     64,     56,      3,      0.0
ELEM,    210,     76,     78,      3,      0.0
ELEM,    211,      1,     31,      4,      0.0
ELEM,    212,     75,     19,      4,      0.0
ELEM,    213,      5,     69,      4,      0.0
ELEM,    214,     69,     67,      4,      0.0
ELEM,    215,     67,    191,      4,      0.0
ELEM,    216,    191,    192,      4,      0.0
ELEM,    217,    192,     17,      4,      0.0
ELEM,    218,     31,     73,      4,      0.0
ELEM,    219,     73,     71,      4,      0.0
ELEM,    220,     71,     75,      4,      0.0
ELEM,    221,      3,    193,      4,      0.0
ELEM,    222,    193,    194,      4,      0.0
ELEM,    223,    194,    195,      4,      0.0
ELEM,    224,    195,    196,      4,      0.0
ELEM,    225,    196,     21,      4,      0.0
ELEM,    226,      7,    197,      4,      0.0
ELEM,    227,    197,    198,      4,      0.0
ELEM,    228,    198,    199,      4,      0.0
ELEM,    229,    199,    200,      4,      0.0
ELEM,    230,    200,     23,      4,      0.0
ELEM,    231,      9,    201,      4,      0.0
ELEM,    232,    201,    202,      4,      0.0
ELEM,    233,    202,    203,      4,      0.0
ELEM,    234,    203,    204,      4,      0.0
ELEM,    235,    204,     15,      4,      0.0
ELEM,    236,     11,    205,      4,      0.0
ELEM,    237,    205,    206,      4,      0.0
ELEM,    238,    206,    207,      4,      0.0
ELEM,    239,    207,    208,      4,      0.0
ELEM,    240,    208,     89,      4,      0.0
ELEM,    241,     13,    209,      4,      0.0
ELEM,    242,    209,    210,      4,      0.0
ELEM,    243,    210,    211,      4,      0.0
ELEM,    244,    211,    212,      4,      0.0
ELEM,    245,    212,     39,      4,      0.0
ELEM,    246,     43,    213,      4,      0.0
ELEM,    247,    213,    214,      4,      0.0
ELEM,    248,    214,    215,      4,      0.0
ELEM,    249,    215,    216,      4,      0.0
ELEM,    250,    216,     41,      4,      0.0
ELEM,    251,     63,     55,      5,      0.0
ELEM,    252,     61,     59,      5,      0.0
ELEM,    253,     65,     57,      5,      0.0
ELEM,    254,    115,     65,      5,      0.0
ELEM,    255,     59,    115,      5,      0.0
ELEM,    256,     63,     55,      5,      0.0
ELEM,    257,     61,     59,      5,      0.0
ELEM,    258,     65,     57,      5,      0.0
ELEM,    259,    115,     65,      5,      0.0
ELEM,    260,     59,    115,      5,      0.0
ELEM,    261,     55,    217,      5,      0.0
ELEM,    262,    217,    218,      5,      0.0
ELEM,    263,    218,     61,      5,      0.0
ELEM,    264,     55,    217,      5,      0.0
ELEM,    265,    217,    218,      5,      0.0
ELEM,    266,    218,     61,      5,      0.0
ELEM,    267,     47,    219,      5,      0.0
ELEM,    268,    219,    220,      5,      0.0
ELEM,    269,    220,    221,      5,      0.0
ELEM,    270,    221,    222,      5,      0.0
ELEM,    271,    222,     93,      5,      0.0
ELEM,    272,    223,     45,      5,      0.0
ELEM,    273,     93,    223,      5,      0.0
ELEM,    274,      3,      1,      4,      0.0
ELEM,    275,      5,      3,      4,      0.0
ELEM,    276,      7,      5,      4,      0.0
ELEM,    277,      9,      7,      4,      0.0
ELEM,    278,     89,     15,      4,      0.0
ELEM,    279,     11,      9,      4,      0.0
ELEM,    280,     39,     89,      4,      0.0
ELEM,    281,     13,     11,      4,      0.0
ELEM,    282,     41,     39,      4,      0.0
ELEM,    283,     43,     13,      4,      0.0
ELEM,    284,     25,     27,      4,      0.0
ELEM,    285,     27,     29,      4,      0.0
ELEM,    286,     15,     23,      4,      0.0
ELEM,    287,     23,     17,      4,      0.0
ELEM,    288,     17,     21,      4,      0.0
ELEM,    289,     21,     19,      4,      0.0
ELEM,    290,     35,     33,      4,      0.0
ELEM,    291,     37,     35,      4,      0.0
ELEM,    292,     79,     37,      4,      0.0
ELEM,    293,     49,     25,      4,      0.0
ELEM,    294,     33,     49,      4,      0.0
ELEM,    295,     45,     79,      4,      0.0
ELEM,    296,     47,     43,      4,      0.0
ELEM,    297,     93,     41,      4,      0.0
ELEM,    298,     57,     45,      4,      0.0
ELEM,    299,     63,     47,      4,      0.0
ELEM,    300,     59,     93,      4,      0.0
ELEM,    301,    222,    216,      4,      0.0
ELEM,    302,     61,    222,      4,      0.0
ELEM,    303,    219,    213,      4,      0.0
ELEM,    304,     55,    219,      4,      0.0
ELEM,    313,     39,    102,      4,      0.0
ELEM,    314,    102,     37,      4,      0.0
ELEM,    315,     23,     51,      4,      0.0
ELEM,    316,     51,     49,      4,      0.0
ELEM,    317,    231,     25,      4,      0.0
ELEM,    318,     17,    231,      4,      0.0
ELEM,    319,     21,    232,      4,      0.0
ELEM,    320,    232,     27,      4,      0.0
ELEM,    321,     19,     53,      4,      0.0
ELEM,    322,     53,     29,      4,      0.0
ELEM,    323,     77,     79,      4,      0.0
ELEM,    324,    233,     77,      4,      0.0
ELEM,    325,     41,    233,      4,      0.0
ELEM,    326,     80,    101,      4,      0.0
ELEM,    327,    104,     88,      4,      0.0
ELEM,    328,    101,    234,      4,      0.0
ELEM,    329,    234,    121,      4,      0.0
ELEM,    330,    121,    104,      4,      0.0
ELEM,    331,     81,    235,      4,      0.0
ELEM,    332,    235,    236,      4,      0.0
ELEM,    333,    236,    237,      4,      0.0
ELEM,    334,    237,    238,      4,      0.0
ELEM,    335,    238,     96,      4,      0.0
ELEM,    336,     82,    239,      4,      0.0
ELEM,    337,    239,    240,      4,      0.0
ELEM,    338,    240,    241,      4,      0.0
ELEM,    339,    241,    242,      4,      0.0
ELEM,    340,    242,     95,      4,      0.0
ELEM,    341,     83,    243,      4,      0.0
ELEM,    342,    243,    244,      4,      0.0
ELEM,    343,    244,    245,      4,      0.0
ELEM,    344,    245,    246,      4,      0.0
ELEM,    345,    246,     97,      4,      0.0
ELEM,    346,     84,    247,      4,      0.0
ELEM,    347,    247,    248,      4,      0.0
ELEM,    348,    248,    249,      4,      0.0
ELEM,    349,    249,    250,      4,      0.0
ELEM,    350,    250,     87,      4,      0.0
ELEM,    351,     85,    251,      4,      0.0
ELEM,    352,    251,    252,      4,      0.0
ELEM,    353,    252,    253,      4,      0.0
ELEM,    354,    253,    254,      4,      0.0
ELEM,    355,    254,     90,      4,      0.0
ELEM,    356,     86,    255,      4,      0.0
ELEM,    357,    255,    256,      4,      0.0
ELEM,    358,    256,    257,      4,      0.0
ELEM,    359,    257,    258,      4,      0.0
ELEM,    360,    258,     91,      4,      0.0
ELEM,    361,    109,    259,      4,      0.0
ELEM,    362,    259,    260,      4,      0.0
ELEM,    363,    260,    261,      4,      0.0
ELEM,    364,    261,    262,      4,      0.0
ELEM,    365,    262,     92,      4,      0.0
ELEM,    366,    116,    119,      5,      0.0
ELEM,    367,    120,    118,      5,      0.0
ELEM,    368,    118,    116,      5,      0.0
ELEM,    369,    117,    114,      5,      0.0
ELEM,    370,    263,    110,      5,      0.0
ELEM,    371,     94,    263,      5,      0.0
ELEM,    372,    111,    264,      5,      0.0
ELEM,    373,    264,    265,      5,      0.0
ELEM,    374,    265,    266,      5,      0.0
ELEM,    375,    266,    267,      5,      0.0
ELEM,    376,    267,     94,      5,      0.0
ELEM,    377,    114,    268,      5,      0.0
ELEM,    378,    268,    269,      5,      0.0
ELEM,    379,    269,    120,      5,      0.0
ELEM,    380,    269,    120,      5,      0.0
ELEM,    381,    268,    269,      5,      0.0
ELEM,    382,    114,    268,      5,      0.0
ELEM,    383,    120,    118,      5,      0.0
ELEM,    384,    116,    119,      5,      0.0
ELEM,    385,    117,    114,      5,      0.0
ELEM,    386,    118,    116,      5,      0.0
ELEM,    387,     81,     80,      4,      0.0
ELEM,    388,     82,     81,      4,      0.0
ELEM,    389,     83,     82,      4,      0.0
ELEM,    390,     84,     83,      4,      0.0
ELEM,    391,     90,     87,      4,      0.0
ELEM,    392,     85,     84,      4,      0.0
ELEM,    393,     91,     90,      4,      0.0
ELEM,    394,     86,     85,      4,      0.0
ELEM,    395,     92,     91,      4,      0.0
ELEM,    396,    109,     86,      4,      0.0
ELEM,    397,     98,    100,      4,      0.0
ELEM,    398,     99,     98,      4,      0.0
ELEM,    399,     96,     88,      4,      0.0
ELEM,    400,     87,     97,      4,      0.0
ELEM,    401,     97,     95,      4,      0.0
ELEM,    402,     95,     96,      4,      0.0
ELEM,    403,    106,    105,      4,      0.0
ELEM,    404,    107,    106,      4,      0.0
ELEM,    405,    108,    107,      4,      0.0
ELEM,    406,    112,     99,      4,      0.0
ELEM,    407,    105,    112,      4,      0.0
ELEM,    408,    110,    108,      4,      0.0
ELEM,    409,    111,    109,      4,      0.0
ELEM,    410,     94,     92,      4,      0.0
ELEM,    411,    119,    110,      4,      0.0
ELEM,    412,    117,    111,      4,      0.0
ELEM,    413,    118,     94,      4,      0.0
ELEM,    414,    267,    262,      4,      0.0
ELEM,    415,    120,    267,      4,      0.0
ELEM,    416,    264,    259,      4,      0.0
ELEM,    417,    114,    264,      4,      0.0
ELEM,    426,     92,    147,      4,      0.0
ELEM,    427,    147,    108,      4,      0.0
ELEM,    428,     91,    103,      4,      0.0
ELEM,    429,    103,    107,      4,      0.0
ELEM,    430,    277,     98,      4,      0.0
ELEM,    431,     96,    277,      4,      0.0
ELEM,    432,    113,    100,      4,      0.0
ELEM,    433,     88,    113,      4,      0.0
ELEM,    434,    278,    112,      4,      0.0
ELEM,    435,     97,    278,      4,      0.0
ELEM,    436,    279,     99,      4,      0.0
ELEM,    437,     95,    279,      4,      0.0

# --- CONSTRAINT(CONS) ---
# CONS, NODE,   TX,   TY,   TZ,   RX,   RY,   RZ
